forecast_id,date,section,line,window_start,window_end,train_type,forecast_priority
GDS-218,2026-09-11,STN_B-STN_C,DN_MAIN,2026-09-11 23:54,2026-09-12 00:39,GOODS,HIGH
GDS-219,2026-09-11,STN_B-STN_C,DN_MAIN,2026-09-11 10:56,2026-09-11 11:16,GOODS,HIGH
GDS-220,2026-09-11,STN_B-STN_C,DN_MAIN,2026-09-11 01:41,2026-09-11 02:01,GOODS,HIGH
GDS-221,2026-09-11,STN_B-STN_C,DN_MAIN,2026-09-11 03:29,2026-09-11 03:59,GOODS,MEDIUM
GDS-222,2026-09-11,STN_C-STN_D,UP_MAIN,2026-09-11 14:57,2026-09-11 15:17,GOODS,HIGH
GDS-223,2026-09-11,STN_C-STN_D,UP_MAIN,2026-09-11 03:04,2026-09-11 03:29,GOODS,HIGH
GDS-224,2026-09-11,STN_C-STN_D,UP_MAIN,2026-09-11 16:50,2026-09-11 17:15,GOODS,MEDIUM
GDS-225,2026-09-11,STN_C-STN_D,DN_MAIN,2026-09-11 10:38,2026-09-11 11:23,GOODS,MEDIUM
GDS-226,2026-09-11,STN_C-STN_D,DN_MAIN,2026-09-11 15:49,2026-09-11 16:09,GOODS,MEDIUM
GDS-227,2026-09-11,STN_C-STN_D,DN_MAIN,2026-09-11 02:44,2026-09-11 03:09,GOODS,HIGH
GDS-228,2026-09-11,STN_C-STN_D,DN_MAIN,2026-09-11 09:05,2026-09-11 09:50,GOODS,HIGH
GDS-229,2026-09-11,STN_C-STN_D,DN_MAIN,2026-09-11 18:32,2026-09-11 19:17,GOODS,HIGH
GDS-230,2026-09-12,STN_A-STN_B,UP_MAIN,2026-09-12 08:32,2026-09-12 09:17,GOODS,HIGH
GDS-231,2026-09-12,STN_A-STN_B,UP_MAIN,2026-09-12 04:09,2026-09-12 04:34,GOODS,MEDIUM
GDS-232,2026-09-12,STN_A-STN_B,UP_MAIN,2026-09-12 15:07,2026-09-12 15:32,GOODS,HIGH
GDS-233,2026-09-12,STN_A-STN_B,DN_MAIN,2026-09-12 15:43,2026-09-12 16:03,GOODS,HIGH
GDS-234,2026-09-12,STN_A-STN_B,DN_MAIN,2026-09-12 16:08,2026-09-12 16:53,GOODS,MEDIUM
GDS-235,2026-09-12,STN_A-STN_B,DN_MAIN,2026-09-12 11:01,2026-09-12 11:26,GOODS,HIGH
GDS-236,2026-09-12,STN_B-STN_C,UP_MAIN,2026-09-12 08:38,2026-09-12 09:23,GOODS,MEDIUM
GDS-237,2026-09-12,STN_B-STN_C,UP_MAIN,2026-09-12 06:46,2026-09-12 07:16,GOODS,HIGH
GDS-238,2026-09-12,STN_B-STN_C,DN_MAIN,2026-09-12 03:51,2026-09-12 04:16,GOODS,MEDIUM
GDS-239,2026-09-12,STN_B-STN_C,DN_MAIN,2026-09-12 11:04,2026-09-12 11:24,GOODS,HIGH
GDS-240,2026-09-12,STN_B-STN_C,DN_MAIN,2026-09-12 09:25,2026-09-12 09:45,GOODS,MEDIUM
GDS-241,2026-09-12,STN_C-STN_D,UP_MAIN,2026-09-12 00:18,2026-09-12 00:38,GOODS,MEDIUM
GDS-242,2026-09-12,STN_C-STN_D,UP_MAIN,2026-09-12 23:29,2026-09-12 23:54,GOODS,MEDIUM
GDS-243,2026-09-12,STN_C-STN_D,UP_MAIN,2026-09-12 03:03,2026-09-12 03:28,GOODS,HIGH
GDS-244,2026-09-12,STN_C-STN_D,DN_MAIN,2026-09-12 03:07,2026-09-12 03:37,GOODS,HIGH
GDS-245,2026-09-12,STN_C-STN_D,DN_MAIN,2026-09-12 02:02,2026-09-12 02:32,GOODS,HIGH
GDS-246,2026-09-12,STN_C-STN_D,DN_MAIN,2026-09-12 23:56,2026-09-13 00:16,GOODS,HIGH
GDS-247,2026-09-12,STN_C-STN_D,DN_MAIN,2026-09-12 16:39,2026-09-12 17:04,GOODS,MEDIUM
GDS-248,2026-09-12,STN_C-STN_D,DN_MAIN,2026-09-12 19:03,2026-09-12 19:33,GOODS,MEDIUM
GDS-249,2026-09-13,STN_A-STN_B,UP_MAIN,2026-09-13 00:43,2026-09-13 01:28,GOODS,MEDIUM
GDS-250,2026-09-13,STN_A-STN_B,UP_MAIN,2026-09-13 04:35,2026-09-13 05:05,GOODS,HIGH
GDS-251,2026-09-13,STN_A-STN_B,UP_MAIN,2026-09-13 16:33,2026-09-13 17:18,GOODS,MEDIUM
GDS-252,2026-09-13,STN_A-STN_B,DN_MAIN,2026-09-13 06:28,2026-09-13 06:53,GOODS,MEDIUM
GDS-253,2026-09-13,STN_A-STN_B,DN_MAIN,2026-09-13 11:02,2026-09-13 11:47,GOODS,MEDIUM
GDS-254,2026-09-13,STN_A-STN_B,DN_MAIN,2026-09-13 20:26,2026-09-13 20:51,GOODS,HIGH
GDS-255,2026-09-13,STN_A-STN_B,DN_MAIN,2026-09-13 18:07,2026-09-13 18:32,GOODS,MEDIUM
GDS-256,2026-09-13,STN_A-STN_B,DN_MAIN,2026-09-13 10:05,2026-09-13 10:35,GOODS,MEDIUM
GDS-257,2026-09-13,STN_B-STN_C,UP_MAIN,2026-09-13 00:01,2026-09-13 00:46,GOODS,HIGH
GDS-258,2026-09-13,STN_B-STN_C,UP_MAIN,2026-09-13 00:38,2026-09-13 01:08,GOODS,HIGH
GDS-259,2026-09-13,STN_B-STN_C,UP_MAIN,2026-09-13 10:56,2026-09-13 11:16,GOODS,MEDIUM
GDS-260,2026-09-13,STN_B-STN_C,UP_MAIN,2026-09-13 06:28,2026-09-13 07:13,GOODS,HIGH
GDS-261,2026-09-13,STN_B-STN_C,UP_MAIN,2026-09-13 20:55,2026-09-13 21:25,GOODS,MEDIUM
GDS-262,2026-09-13,STN_B-STN_C,DN_MAIN,2026-09-13 21:52,2026-09-13 22:22,GOODS,HIGH
GDS-263,2026-09-13,STN_B-STN_C,DN_MAIN,2026-09-13 03:17,2026-09-13 03:37,GOODS,HIGH
GDS-264,2026-09-13,STN_B-STN_C,DN_MAIN,2026-09-13 04:25,2026-09-13 04:50,GOODS,HIGH
GDS-265,2026-09-13,STN_B-STN_C,DN_MAIN,2026-09-13 06:53,2026-09-13 07:13,GOODS,MEDIUM
GDS-266,2026-09-13,STN_B-STN_C,DN_MAIN,2026-09-13 06:32,2026-09-13 06:52,GOODS,HIGH
GDS-267,2026-09-13,STN_C-STN_D,UP_MAIN,2026-09-13 22:27,2026-09-13 23:12,GOODS,MEDIUM
GDS-268,2026-09-13,STN_C-STN_D,UP_MAIN,2026-09-13 01:40,2026-09-13 02:10,GOODS,HIGH
GDS-269,2026-09-13,STN_C-STN_D,UP_MAIN,2026-09-13 20:40,2026-09-13 21:00,GOODS,HIGH
GDS-270,2026-09-13,STN_C-STN_D,UP_MAIN,2026-09-13 07:07,2026-09-13 07:52,GOODS,HIGH
GDS-271,2026-09-13,STN_C-STN_D,UP_MAIN,2026-09-13 15:58,2026-09-13 16:18,GOODS,MEDIUM
GDS-272,2026-09-13,STN_C-STN_D,DN_MAIN,2026-09-13 12:35,2026-09-13 12:55,GOODS,MEDIUM
GDS-273,2026-09-13,STN_C-STN_D,DN_MAIN,2026-09-13 18:03,2026-09-13 18:23,GOODS,HIGH
GDS-274,2026-09-13,STN_C-STN_D,DN_MAIN,2026-09-13 10:22,2026-09-13 10:42,GOODS,HIGH
GDS-275,2026-09-13,STN_C-STN_D,DN_MAIN,2026-09-13 17:43,2026-09-13 18:03,GOODS,HIGH
GDS-276,2026-09-13,STN_C-STN_D,DN_MAIN,2026-09-13 07:53,2026-09-13 08:38,GOODS,HIGH
GDS-277,2026-09-14,STN_A-STN_B,UP_MAIN,2026-09-14 17:57,2026-09-14 18:22,GOODS,HIGH
GDS-278,2026-09-14,STN_A-STN_B,UP_MAIN,2026-09-14 19:03,2026-09-14 19:48,GOODS,HIGH
GDS-279,2026-09-14,STN_A-STN_B,UP_MAIN,2026-09-14 21:47,2026-09-14 22:17,GOODS,MEDIUM
GDS-280,2026-09-14,STN_A-STN_B,DN_MAIN,2026-09-14 03:33,2026-09-14 03:58,GOODS,HIGH
GDS-281,2026-09-14,STN_A-STN_B,DN_MAIN,2026-09-14 18:46,2026-09-14 19:31,GOODS,MEDIUM
GDS-282,2026-09-14,STN_A-STN_B,DN_MAIN,2026-09-14 22:26,2026-09-14 22:51,GOODS,MEDIUM
GDS-283,2026-09-14,STN_A-STN_B,DN_MAIN,2026-09-14 12:01,2026-09-14 12:31,GOODS,MEDIUM
GDS-284,2026-09-14,STN_A-STN_B,DN_MAIN,2026-09-14 12:41,2026-09-14 13:26,GOODS,MEDIUM
GDS-285,2026-09-14,STN_B-STN_C,UP_MAIN,2026-09-14 20:46,2026-09-14 21:11,GOODS,HIGH
GDS-286,2026-09-14,STN_B-STN_C,UP_MAIN,2026-09-14 12:48,2026-09-14 13:18,GOODS,MEDIUM
GDS-287,2026-09-14,STN_B-STN_C,UP_MAIN,2026-09-14 15:26,2026-09-14 16:11,GOODS,MEDIUM
GDS-288,2026-09-14,STN_B-STN_C,UP_MAIN,2026-09-14 00:00,2026-09-14 00:20,GOODS,MEDIUM
GDS-289,2026-09-14,STN_B-STN_C,DN_MAIN,2026-09-14 17:40,2026-09-14 18:05,GOODS,MEDIUM
GDS-290,2026-09-14,STN_B-STN_C,DN_MAIN,2026-09-14 00:13,2026-09-14 00:43,GOODS,HIGH
GDS-291,2026-09-14,STN_C-STN_D,UP_MAIN,2026-09-14 10:44,2026-09-14 11:04,GOODS,MEDIUM
GDS-292,2026-09-14,STN_C-STN_D,UP_MAIN,2026-09-14 18:53,2026-09-14 19:18,GOODS,HIGH
GDS-293,2026-09-14,STN_C-STN_D,UP_MAIN,2026-09-14 01:17,2026-09-14 02:02,GOODS,MEDIUM
GDS-294,2026-09-14,STN_C-STN_D,DN_MAIN,2026-09-14 04:43,2026-09-14 05:13,GOODS,MEDIUM
GDS-295,2026-09-14,STN_C-STN_D,DN_MAIN,2026-09-14 19:52,2026-09-14 20:17,GOODS,HIGH
GDS-296,2026-09-14,STN_C-STN_D,DN_MAIN,2026-09-14 08:44,2026-09-14 09:14,GOODS,HIGH
GDS-297,2026-09-15,STN_A-STN_B,UP_MAIN,2026-09-15 19:25,2026-09-15 19:50,GOODS,HIGH
GDS-298,2026-09-15,STN_A-STN_B,UP_MAIN,2026-09-15 11:04,2026-09-15 11:49,GOODS,HIGH
GDS-299,2026-09-15,STN_A-STN_B,UP_MAIN,2026-09-15 16:39,2026-09-15 16:59,GOODS,MEDIUM
GDS-300,2026-09-15,STN_A-STN_B,UP_MAIN,2026-09-15 01:16,2026-09-15 02:01,GOODS,HIGH
GDS-301,2026-09-15,STN_A-STN_B,UP_MAIN,2026-09-15 01:54,2026-09-15 02:24,GOODS,MEDIUM
GDS-302,2026-09-15,STN_A-STN_B,DN_MAIN,2026-09-15 14:13,2026-09-15 14:33,GOODS,HIGH
GDS-303,2026-09-15,STN_A-STN_B,DN_MAIN,2026-09-15 22:16,2026-09-15 22:36,GOODS,MEDIUM
GDS-304,2026-09-15,STN_A-STN_B,DN_MAIN,2026-09-15 01:50,2026-09-15 02:20,GOODS,HIGH
GDS-305,2026-09-15,STN_A-STN_B,DN_MAIN,2026-09-15 10:53,2026-09-15 11:18,GOODS,MEDIUM
GDS-306,2026-09-15,STN_A-STN_B,DN_MAIN,2026-09-15 17:08,2026-09-15 17:33,GOODS,HIGH
GDS-307,2026-09-15,STN_B-STN_C,UP_MAIN,2026-09-15 22:59,2026-09-15 23:44,GOODS,MEDIUM
GDS-308,2026-09-15,STN_B-STN_C,UP_MAIN,2026-09-15 20:18,2026-09-15 20:38,GOODS,HIGH
GDS-309,2026-09-15,STN_B-STN_C,DN_MAIN,2026-09-15 09:53,2026-09-15 10:38,GOODS,HIGH
GDS-310,2026-09-15,STN_B-STN_C,DN_MAIN,2026-09-15 04:30,2026-09-15 05:00,GOODS,HIGH
GDS-311,2026-09-15,STN_B-STN_C,DN_MAIN,2026-09-15 16:14,2026-09-15 16:34,GOODS,MEDIUM
GDS-312,2026-09-15,STN_B-STN_C,DN_MAIN,2026-09-15 08:57,2026-09-15 09:17,GOODS,MEDIUM
GDS-313,2026-09-15,STN_B-STN_C,DN_MAIN,2026-09-15 17:07,2026-09-15 17:52,GOODS,HIGH
GDS-314,2026-09-15,STN_C-STN_D,UP_MAIN,2026-09-15 16:24,2026-09-15 16:49,GOODS,MEDIUM
GDS-315,2026-09-15,STN_C-STN_D,UP_MAIN,2026-09-15 13:29,2026-09-15 13:54,GOODS,HIGH
GDS-316,2026-09-15,STN_C-STN_D,UP_MAIN,2026-09-15 08:16,2026-09-15 08:36,GOODS,MEDIUM
GDS-317,2026-09-15,STN_C-STN_D,DN_MAIN,2026-09-15 11:02,2026-09-15 11:22,GOODS,HIGH
GDS-318,2026-09-15,STN_C-STN_D,DN_MAIN,2026-09-15 22:55,2026-09-15 23:40,GOODS,MEDIUM
GDS-319,2026-09-15,STN_C-STN_D,DN_MAIN,2026-09-15 12:28,2026-09-15 12:58,GOODS,HIGH
GDS-320,2026-09-15,STN_C-STN_D,DN_MAIN,2026-09-15 10:56,2026-09-15 11:26,GOODS,HIGH
GDS-321,2026-09-15,STN_C-STN_D,DN_MAIN,2026-09-15 10:24,2026-09-15 10:49,GOODS,MEDIUM
GDS-322,2026-09-16,STN_A-STN_B,UP_MAIN,2026-09-16 21:16,2026-09-16 21:41,GOODS,MEDIUM
GDS-323,2026-09-16,STN_A-STN_B,UP_MAIN,2026-09-16 01:31,2026-09-16 01:56,GOODS,HIGH
GDS-324,2026-09-16,STN_A-STN_B,UP_MAIN,2026-09-16 23:23,2026-09-16 23:53,GOODS,HIGH
GDS-325,2026-09-16,STN_A-STN_B,UP_MAIN,2026-09-16 02:55,2026-09-16 03:15,GOODS,HIGH
GDS-326,2026-09-16,STN_A-STN_B,UP_MAIN,2026-09-16 08:17,2026-09-16 08:42,GOODS,MEDIUM
GDS-327,2026-09-16,STN_A-STN_B,DN_MAIN,2026-09-16 11:43,2026-09-16 12:03,GOODS,MEDIUM
GDS-328,2026-09-16,STN_A-STN_B,DN_MAIN,2026-09-16 15:21,2026-09-16 16:06,GOODS,HIGH
GDS-329,2026-09-16,STN_B-STN_C,UP_MAIN,2026-09-16 07:08,2026-09-16 07:33,GOODS,HIGH
GDS-330,2026-09-16,STN_B-STN_C,UP_MAIN,2026-09-16 18:39,2026-09-16 19:09,GOODS,MEDIUM
GDS-331,2026-09-16,STN_B-STN_C,UP_MAIN,2026-09-16 21:15,2026-09-16 21:40,GOODS,HIGH
GDS-332,2026-09-16,STN_B-STN_C,UP_MAIN,2026-09-16 12:51,2026-09-16 13:11,GOODS,MEDIUM
GDS-333,2026-09-16,STN_B-STN_C,DN_MAIN,2026-09-16 02:03,2026-09-16 02:33,GOODS,HIGH
GDS-334,2026-09-16,STN_B-STN_C,DN_MAIN,2026-09-16 23:46,2026-09-17 00:16,GOODS,HIGH
GDS-335,2026-09-16,STN_B-STN_C,DN_MAIN,2026-09-16 15:52,2026-09-16 16:12,GOODS,HIGH
GDS-336,2026-09-16,STN_C-STN_D,UP_MAIN,2026-09-16 22:32,2026-09-16 23:02,GOODS,MEDIUM
GDS-337,2026-09-16,STN_C-STN_D,UP_MAIN,2026-09-16 03:40,2026-09-16 04:00,GOODS,MEDIUM
GDS-338,2026-09-16,STN_C-STN_D,UP_MAIN,2026-09-16 22:09,2026-09-16 22:54,GOODS,HIGH
GDS-339,2026-09-16,STN_C-STN_D,UP_MAIN,2026-09-16 12:59,2026-09-16 13:19,GOODS,MEDIUM
GDS-340,2026-09-16,STN_C-STN_D,UP_MAIN,2026-09-16 16:32,2026-09-16 16:52,GOODS,HIGH
GDS-341,2026-09-16,STN_C-STN_D,DN_MAIN,2026-09-16 17:05,2026-09-16 17:50,GOODS,HIGH
GDS-342,2026-09-16,STN_C-STN_D,DN_MAIN,2026-09-16 01:21,2026-09-16 01:46,GOODS,MEDIUM
GDS-343,2026-09-16,STN_C-STN_D,DN_MAIN,2026-09-16 11:23,2026-09-16 12:08,GOODS,MEDIUM
GDS-344,2026-09-17,STN_A-STN_B,UP_MAIN,2026-09-17 00:37,2026-09-17 01:07,GOODS,MEDIUM
GDS-345,2026-09-17,STN_A-STN_B,UP_MAIN,2026-09-17 12:07,2026-09-17 12:37,GOODS,HIGH
GDS-346,2026-09-17,STN_A-STN_B,UP_MAIN,2026-09-17 17:06,2026-09-17 17:36,GOODS,HIGH
GDS-347,2026-09-17,STN_A-STN_B,DN_MAIN,2026-09-17 13:12,2026-09-17 13:32,GOODS,MEDIUM
GDS-348,2026-09-17,STN_A-STN_B,DN_MAIN,2026-09-17 07:41,2026-09-17 08:06,GOODS,MEDIUM
GDS-349,2026-09-17,STN_A-STN_B,DN_MAIN,2026-09-17 13:24,2026-09-17 13:49,GOODS,HIGH
GDS-350,2026-09-17,STN_A-STN_B,DN_MAIN,2026-09-17 13:02,2026-09-17 13:27,GOODS,MEDIUM
GDS-351,2026-09-17,STN_B-STN_C,UP_MAIN,2026-09-17 19:33,2026-09-17 19:58,GOODS,MEDIUM
GDS-352,2026-09-17,STN_B-STN_C,UP_MAIN,2026-09-17 10:39,2026-09-17 11:09,GOODS,MEDIUM
GDS-353,2026-09-17,STN_B-STN_C,UP_MAIN,2026-09-17 18:30,2026-09-17 18:55,GOODS,HIGH
GDS-354,2026-09-17,STN_B-STN_C,DN_MAIN,2026-09-17 19:49,2026-09-17 20:14,GOODS,HIGH
GDS-355,2026-09-17,STN_B-STN_C,DN_MAIN,2026-09-17 10:32,2026-09-17 10:57,GOODS,MEDIUM
GDS-356,2026-09-17,STN_B-STN_C,DN_MAIN,2026-09-17 04:57,2026-09-17 05:22,GOODS,MEDIUM
GDS-357,2026-09-17,STN_C-STN_D,UP_MAIN,2026-09-17 19:01,2026-09-17 19:21,GOODS,HIGH
GDS-358,2026-09-17,STN_C-STN_D,UP_MAIN,2026-09-17 10:50,2026-09-17 11:15,GOODS,HIGH
GDS-359,2026-09-17,STN_C-STN_D,DN_MAIN,2026-09-17 14:07,2026-09-17 14:52,GOODS,MEDIUM
GDS-360,2026-09-17,STN_C-STN_D,DN_MAIN,2026-09-17 15:07,2026-09-17 15:37,GOODS,HIGH
GDS-361,2026-09-17,STN_C-STN_D,DN_MAIN,2026-09-17 06:24,2026-09-17 06:44,GOODS,HIGH
GDS-362,2026-09-17,STN_C-STN_D,DN_MAIN,2026-09-17 06:18,2026-09-17 06:38,GOODS,MEDIUM
GDS-363,2026-09-18,STN_A-STN_B,UP_MAIN,2026-09-18 20:21,2026-09-18 20:46,GOODS,HIGH
GDS-364,2026-09-18,STN_A-STN_B,UP_MAIN,2026-09-18 23:27,2026-09-18 23:47,GOODS,MEDIUM
GDS-365,2026-09-18,STN_A-STN_B,UP_MAIN,2026-09-18 02:42,2026-09-18 03:27,GOODS,HIGH
GDS-366,2026-09-18,STN_A-STN_B,DN_MAIN,2026-09-18 22:10,2026-09-18 22:40,GOODS,HIGH
GDS-367,2026-09-18,STN_A-STN_B,DN_MAIN,2026-09-18 13:13,2026-09-18 13:58,GOODS,MEDIUM
GDS-368,2026-09-18,STN_A-STN_B,DN_MAIN,2026-09-18 04:41,2026-09-18 05:06,GOODS,HIGH
GDS-369,2026-09-18,STN_A-STN_B,DN_MAIN,2026-09-18 07:43,2026-09-18 08:03,GOODS,MEDIUM
GDS-370,2026-09-18,STN_A-STN_B,DN_MAIN,2026-09-18 00:30,2026-09-18 01:00,GOODS,MEDIUM
GDS-371,2026-09-18,STN_B-STN_C,UP_MAIN,2026-09-18 22:54,2026-09-18 23:19,GOODS,HIGH
GDS-372,2026-09-18,STN_B-STN_C,UP_MAIN,2026-09-18 02:15,2026-09-18 02:40,GOODS,MEDIUM
GDS-373,2026-09-18,STN_B-STN_C,UP_MAIN,2026-09-18 21:03,2026-09-18 21:48,GOODS,MEDIUM
GDS-374,2026-09-18,STN_B-STN_C,DN_MAIN,2026-09-18 08:25,2026-09-18 09:10,GOODS,MEDIUM
GDS-375,2026-09-18,STN_B-STN_C,DN_MAIN,2026-09-18 01:25,2026-09-18 02:10,GOODS,MEDIUM
GDS-376,2026-09-18,STN_B-STN_C,DN_MAIN,2026-09-18 13:27,2026-09-18 13:47,GOODS,HIGH
GDS-377,2026-09-18,STN_B-STN_C,DN_MAIN,2026-09-18 15:24,2026-09-18 16:09,GOODS,HIGH
GDS-378,2026-09-18,STN_B-STN_C,DN_MAIN,2026-09-18 08:23,2026-09-18 09:08,GOODS,HIGH
GDS-379,2026-09-18,STN_C-STN_D,UP_MAIN,2026-09-18 17:37,2026-09-18 17:57,GOODS,HIGH
GDS-380,2026-09-18,STN_C-STN_D,UP_MAIN,2026-09-18 09:56,2026-09-18 10:41,GOODS,MEDIUM
GDS-381,2026-09-18,STN_C-STN_D,UP_MAIN,2026-09-18 10:23,2026-09-18 10:53,GOODS,MEDIUM
GDS-382,2026-09-18,STN_C-STN_D,UP_MAIN,2026-09-18 05:40,2026-09-18 06:25,GOODS,MEDIUM
GDS-383,2026-09-18,STN_C-STN_D,UP_MAIN,2026-09-18 20:55,2026-09-18 21:15,GOODS,HIGH
GDS-384,2026-09-18,STN_C-STN_D,DN_MAIN,2026-09-18 22:03,2026-09-18 22:48,GOODS,HIGH
GDS-385,2026-09-18,STN_C-STN_D,DN_MAIN,2026-09-18 17:05,2026-09-18 17:25,GOODS,HIGH
GDS-386,2026-09-18,STN_C-STN_D,DN_MAIN,2026-09-18 19:58,2026-09-18 20:23,GOODS,MEDIUM
GDS-387,2026-09-18,STN_C-STN_D,DN_MAIN,2026-09-18 14:06,2026-09-18 14:36,GOODS,MEDIUM
GDS-388,2026-09-18,STN_C-STN_D,DN_MAIN,2026-09-18 00:51,2026-09-18 01:16,GOODS,MEDIUM
GDS-389,2026-09-19,STN_A-STN_B,UP_MAIN,2026-09-19 15:31,2026-09-19 15:51,GOODS,MEDIUM
GDS-390,2026-09-19,STN_A-STN_B,UP_MAIN,2026-09-19 11:03,2026-09-19 11:28,GOODS,HIGH
GDS-391,2026-09-19,STN_A-STN_B,UP_MAIN,2026-09-19 03:06,2026-09-19 03:26,GOODS,MEDIUM
GDS-392,2026-09-19,STN_A-STN_B,DN_MAIN,2026-09-19 02:54,2026-09-19 03:39,GOODS,HIGH
GDS-393,2026-09-19,STN_A-STN_B,DN_MAIN,2026-09-19 12:55,2026-09-19 13:40,GOODS,HIGH
GDS-394,2026-09-19,STN_A-STN_B,DN_MAIN,2026-09-19 05:49,2026-09-19 06:19,GOODS,HIGH
GDS-395,2026-09-19,STN_A-STN_B,DN_MAIN,2026-09-19 05:32,2026-09-19 05:57,GOODS,HIGH
GDS-396,2026-09-19,STN_B-STN_C,UP_MAIN,2026-09-19 14:19,2026-09-19 14:49,GOODS,MEDIUM
GDS-397,2026-09-19,STN_B-STN_C,UP_MAIN,2026-09-19 15:13,2026-09-19 15:43,GOODS,HIGH
GDS-398,2026-09-19,STN_B-STN_C,DN_MAIN,2026-09-19 04:29,2026-09-19 04:54,GOODS,HIGH
GDS-399,2026-09-19,STN_B-STN_C,DN_MAIN,2026-09-19 21:15,2026-09-19 21:45,GOODS,HIGH
GDS-400,2026-09-19,STN_C-STN_D,UP_MAIN,2026-09-19 16:59,2026-09-19 17:44,GOODS,HIGH
GDS-401,2026-09-19,STN_C-STN_D,UP_MAIN,2026-09-19 20:45,2026-09-19 21:30,GOODS,HIGH
GDS-402,2026-09-19,STN_C-STN_D,UP_MAIN,2026-09-19 07:24,2026-09-19 08:09,GOODS,MEDIUM
GDS-403,2026-09-19,STN_C-STN_D,UP_MAIN,2026-09-19 13:59,2026-09-19 14:44,GOODS,HIGH
GDS-404,2026-09-19,STN_C-STN_D,UP_MAIN,2026-09-19 20:31,2026-09-19 20:51,GOODS,HIGH
GDS-405,2026-09-19,STN_C-STN_D,DN_MAIN,2026-09-19 21:09,2026-09-19 21:34,GOODS,HIGH
GDS-406,2026-09-19,STN_C-STN_D,DN_MAIN,2026-09-19 06:18,2026-09-19 06:43,GOODS,HIGH
GDS-407,2026-09-19,STN_C-STN_D,DN_MAIN,2026-09-19 22:17,2026-09-19 22:47,GOODS,HIGH
GDS-408,2026-09-19,STN_C-STN_D,DN_MAIN,2026-09-19 04:57,2026-09-19 05:17,GOODS,MEDIUM
GDS-409,2026-09-20,STN_A-STN_B,UP_MAIN,2026-09-20 02:59,2026-09-20 03:19,GOODS,HIGH
GDS-410,2026-09-20,STN_A-STN_B,UP_MAIN,2026-09-20 14:13,2026-09-20 14:38,GOODS,HIGH
GDS-411,2026-09-20,STN_A-STN_B,UP_MAIN,2026-09-20 22:56,2026-09-20 23:26,GOODS,HIGH
GDS-412,2026-09-20,STN_A-STN_B,UP_MAIN,2026-09-20 15:32,2026-09-20 16:02,GOODS,HIGH
GDS-413,2026-09-20,STN_A-STN_B,DN_MAIN,2026-09-20 10:12,2026-09-20 10:42,GOODS,MEDIUM
GDS-414,2026-09-20,STN_A-STN_B,DN_MAIN,2026-09-20 12:56,2026-09-20 13:16,GOODS,MEDIUM
GDS-415,2026-09-20,STN_B-STN_C,UP_MAIN,2026-09-20 09:59,2026-09-20 10:44,GOODS,HIGH
GDS-416,2026-09-20,STN_B-STN_C,UP_MAIN,2026-09-20 04:09,2026-09-20 04:39,GOODS,MEDIUM
GDS-417,2026-09-20,STN_B-STN_C,DN_MAIN,2026-09-20 17:54,2026-09-20 18:19,GOODS,HIGH
GDS-418,2026-09-20,STN_B-STN_C,DN_MAIN,2026-09-20 20:53,2026-09-20 21:13,GOODS,HIGH
GDS-419,2026-09-20,STN_B-STN_C,DN_MAIN,2026-09-20 19:30,2026-09-20 19:50,GOODS,MEDIUM
GDS-420,2026-09-20,STN_B-STN_C,DN_MAIN,2026-09-20 23:30,2026-09-21 00:00,GOODS,MEDIUM
GDS-421,2026-09-20,STN_B-STN_C,DN_MAIN,2026-09-20 20:46,2026-09-20 21:16,GOODS,MEDIUM
GDS-422,2026-09-20,STN_C-STN_D,UP_MAIN,2026-09-20 04:25,2026-09-20 05:10,GOODS,MEDIUM
GDS-423,2026-09-20,STN_C-STN_D,UP_MAIN,2026-09-20 16:48,2026-09-20 17:13,GOODS,HIGH
GDS-424,2026-09-20,STN_C-STN_D,UP_MAIN,2026-09-20 09:54,2026-09-20 10:19,GOODS,HIGH
GDS-425,2026-09-20,STN_C-STN_D,UP_MAIN,2026-09-20 04:02,2026-09-20 04:22,GOODS,MEDIUM
GDS-426,2026-09-20,STN_C-STN_D,DN_MAIN,2026-09-20 07:04,2026-09-20 07:49,GOODS,MEDIUM
GDS-427,2026-09-20,STN_C-STN_D,DN_MAIN,2026-09-20 01:33,2026-09-20 02:03,GOODS,MEDIUM
GDS-428,2026-09-21,STN_A-STN_B,UP_MAIN,2026-09-21 00:23,2026-09-21 00:48,GOODS,MEDIUM
GDS-429,2026-09-21,STN_A-STN_B,UP_MAIN,2026-09-21 08:41,2026-09-21 09:01,GOODS,MEDIUM
GDS-430,2026-09-21,STN_A-STN_B,UP_MAIN,2026-09-21 10:14,2026-09-21 10:44,GOODS,HIGH
GDS-431,2026-09-21,STN_A-STN_B,DN_MAIN,2026-09-21 23:24,2026-09-21 23:54,GOODS,MEDIUM
GDS-432,2026-09-21,STN_A-STN_B,DN_MAIN,2026-09-21 13:31,2026-09-21 13:51,GOODS,HIGH
GDS-433,2026-09-21,STN_B-STN_C,UP_MAIN,2026-09-21 11:16,2026-09-21 11:46,GOODS,MEDIUM
GDS-434,2026-09-21,STN_B-STN_C,UP_MAIN,2026-09-21 16:11,2026-09-21 16:31,GOODS,HIGH
GDS-435,2026-09-21,STN_B-STN_C,UP_MAIN,2026-09-21 16:26,2026-09-21 16:51,GOODS,MEDIUM
