train_id,date,section,line,dep_time,arr_time,train_type
PSG-233,2026-09-05,STN_B-STN_C,DN_MAIN,2026-09-05 21:48,2026-09-05 22:03,PASSENGER
PSG-234,2026-09-05,STN_B-STN_C,DN_MAIN,2026-09-05 02:08,2026-09-05 02:16,PASSENGER
PSG-235,2026-09-05,STN_B-STN_C,DN_MAIN,2026-09-05 17:03,2026-09-05 17:11,PASSENGER
PSG-236,2026-09-05,STN_C-STN_D,UP_MAIN,2026-09-05 17:35,2026-09-05 17:45,PASSENGER
PSG-237,2026-09-05,STN_C-STN_D,UP_MAIN,2026-09-05 04:54,2026-09-05 05:06,PASSENGER
PSG-238,2026-09-05,STN_C-STN_D,UP_MAIN,2026-09-05 14:39,2026-09-05 14:47,PASSENGER
PSG-239,2026-09-05,STN_C-STN_D,UP_MAIN,2026-09-05 20:59,2026-09-05 21:11,PASSENGER
PSG-240,2026-09-05,STN_C-STN_D,UP_MAIN,2026-09-05 08:12,2026-09-05 08:27,PASSENGER
PSG-241,2026-09-05,STN_C-STN_D,UP_MAIN,2026-09-05 06:23,2026-09-05 06:31,PASSENGER
PSG-242,2026-09-05,STN_C-STN_D,UP_MAIN,2026-09-05 17:52,2026-09-05 18:04,PASSENGER
PSG-243,2026-09-05,STN_C-STN_D,UP_MAIN,2026-09-05 02:18,2026-09-05 02:26,PASSENGER
PSG-244,2026-09-05,STN_C-STN_D,UP_MAIN,2026-09-05 13:19,2026-09-05 13:34,PASSENGER
PSG-245,2026-09-05,STN_C-STN_D,UP_MAIN,2026-09-05 01:29,2026-09-05 01:44,PASSENGER
PSG-246,2026-09-05,STN_C-STN_D,UP_MAIN,2026-09-05 12:44,2026-09-05 12:56,PASSENGER
PSG-247,2026-09-05,STN_C-STN_D,DN_MAIN,2026-09-05 00:33,2026-09-05 00:45,PASSENGER
PSG-248,2026-09-05,STN_C-STN_D,DN_MAIN,2026-09-05 02:18,2026-09-05 02:30,PASSENGER
PSG-249,2026-09-05,STN_C-STN_D,DN_MAIN,2026-09-05 08:13,2026-09-05 08:21,PASSENGER
PSG-250,2026-09-05,STN_C-STN_D,DN_MAIN,2026-09-05 19:51,2026-09-05 20:03,PASSENGER
PSG-251,2026-09-05,STN_C-STN_D,DN_MAIN,2026-09-05 04:33,2026-09-05 04:41,PASSENGER
PSG-252,2026-09-05,STN_C-STN_D,DN_MAIN,2026-09-05 12:01,2026-09-05 12:13,PASSENGER
PSG-253,2026-09-05,STN_C-STN_D,DN_MAIN,2026-09-05 21:56,2026-09-05 22:06,PASSENGER
PSG-254,2026-09-05,STN_C-STN_D,DN_MAIN,2026-09-05 23:22,2026-09-05 23:37,PASSENGER
PSG-255,2026-09-05,STN_C-STN_D,DN_MAIN,2026-09-05 23:44,2026-09-05 23:59,PASSENGER
PSG-256,2026-09-05,STN_C-STN_D,DN_MAIN,2026-09-05 21:33,2026-09-05 21:43,PASSENGER
PSG-257,2026-09-05,STN_C-STN_D,DN_MAIN,2026-09-05 04:36,2026-09-05 04:44,PASSENGER
PSG-258,2026-09-06,STN_A-STN_B,UP_MAIN,2026-09-06 15:37,2026-09-06 15:45,PASSENGER
PSG-259,2026-09-06,STN_A-STN_B,UP_MAIN,2026-09-06 10:00,2026-09-06 10:10,PASSENGER
PSG-260,2026-09-06,STN_A-STN_B,UP_MAIN,2026-09-06 01:29,2026-09-06 01:39,PASSENGER
PSG-261,2026-09-06,STN_A-STN_B,UP_MAIN,2026-09-06 01:25,2026-09-06 01:37,PASSENGER
PSG-262,2026-09-06,STN_A-STN_B,UP_MAIN,2026-09-06 10:35,2026-09-06 10:50,PASSENGER
PSG-263,2026-09-06,STN_A-STN_B,UP_MAIN,2026-09-06 18:32,2026-09-06 18:47,PASSENGER
PSG-264,2026-09-06,STN_A-STN_B,UP_MAIN,2026-09-06 08:38,2026-09-06 08:46,PASSENGER
PSG-265,2026-09-06,STN_A-STN_B,UP_MAIN,2026-09-06 22:04,2026-09-06 22:14,PASSENGER
PSG-266,2026-09-06,STN_A-STN_B,UP_MAIN,2026-09-06 09:45,2026-09-06 09:57,PASSENGER
PSG-267,2026-09-06,STN_A-STN_B,UP_MAIN,2026-09-06 01:37,2026-09-06 01:49,PASSENGER
PSG-268,2026-09-06,STN_A-STN_B,UP_MAIN,2026-09-06 09:19,2026-09-06 09:27,PASSENGER
PSG-269,2026-09-06,STN_A-STN_B,DN_MAIN,2026-09-06 12:33,2026-09-06 12:48,PASSENGER
PSG-270,2026-09-06,STN_A-STN_B,DN_MAIN,2026-09-06 13:39,2026-09-06 13:54,PASSENGER
PSG-271,2026-09-06,STN_A-STN_B,DN_MAIN,2026-09-06 13:11,2026-09-06 13:23,PASSENGER
PSG-272,2026-09-06,STN_A-STN_B,DN_MAIN,2026-09-06 06:22,2026-09-06 06:37,PASSENGER
PSG-273,2026-09-06,STN_A-STN_B,DN_MAIN,2026-09-06 23:37,2026-09-06 23:52,PASSENGER
PSG-274,2026-09-06,STN_A-STN_B,DN_MAIN,2026-09-06 12:32,2026-09-06 12:44,PASSENGER
PSG-275,2026-09-06,STN_A-STN_B,DN_MAIN,2026-09-06 02:49,2026-09-06 03:04,PASSENGER
PSG-276,2026-09-06,STN_A-STN_B,DN_MAIN,2026-09-06 02:41,2026-09-06 02:56,PASSENGER
PSG-277,2026-09-06,STN_A-STN_B,DN_MAIN,2026-09-06 20:33,2026-09-06 20:43,PASSENGER
PSG-278,2026-09-06,STN_A-STN_B,DN_MAIN,2026-09-06 18:37,2026-09-06 18:49,PASSENGER
PSG-279,2026-09-06,STN_A-STN_B,DN_MAIN,2026-09-06 10:57,2026-09-06 11:05,PASSENGER
PSG-280,2026-09-06,STN_A-STN_B,DN_MAIN,2026-09-06 02:43,2026-09-06 02:55,PASSENGER
PSG-281,2026-09-06,STN_B-STN_C,UP_MAIN,2026-09-06 10:05,2026-09-06 10:17,PASSENGER
PSG-282,2026-09-06,STN_B-STN_C,UP_MAIN,2026-09-06 15:13,2026-09-06 15:28,PASSENGER
PSG-283,2026-09-06,STN_B-STN_C,UP_MAIN,2026-09-06 05:41,2026-09-06 05:56,PASSENGER
PSG-284,2026-09-06,STN_B-STN_C,UP_MAIN,2026-09-06 11:59,2026-09-06 12:14,PASSENGER
PSG-285,2026-09-06,STN_B-STN_C,UP_MAIN,2026-09-06 01:26,2026-09-06 01:38,PASSENGER
PSG-286,2026-09-06,STN_B-STN_C,UP_MAIN,2026-09-06 20:59,2026-09-06 21:14,PASSENGER
PSG-287,2026-09-06,STN_B-STN_C,UP_MAIN,2026-09-06 09:22,2026-09-06 09:30,PASSENGER
PSG-288,2026-09-06,STN_B-STN_C,UP_MAIN,2026-09-06 02:33,2026-09-06 02:48,PASSENGER
PSG-289,2026-09-06,STN_B-STN_C,UP_MAIN,2026-09-06 12:24,2026-09-06 12:34,PASSENGER
PSG-290,2026-09-06,STN_B-STN_C,UP_MAIN,2026-09-06 01:03,2026-09-06 01:13,PASSENGER
PSG-291,2026-09-06,STN_B-STN_C,UP_MAIN,2026-09-06 20:44,2026-09-06 20:59,PASSENGER
PSG-292,2026-09-06,STN_B-STN_C,DN_MAIN,2026-09-06 04:18,2026-09-06 04:26,PASSENGER
PSG-293,2026-09-06,STN_B-STN_C,DN_MAIN,2026-09-06 08:03,2026-09-06 08:15,PASSENGER
PSG-294,2026-09-06,STN_B-STN_C,DN_MAIN,2026-09-06 12:21,2026-09-06 12:36,PASSENGER
PSG-295,2026-09-06,STN_B-STN_C,DN_MAIN,2026-09-06 19:21,2026-09-06 19:29,PASSENGER
PSG-296,2026-09-06,STN_B-STN_C,DN_MAIN,2026-09-06 20:39,2026-09-06 20:49,PASSENGER
PSG-297,2026-09-06,STN_B-STN_C,DN_MAIN,2026-09-06 23:10,2026-09-06 23:25,PASSENGER
PSG-298,2026-09-06,STN_C-STN_D,UP_MAIN,2026-09-06 12:41,2026-09-06 12:56,PASSENGER
PSG-299,2026-09-06,STN_C-STN_D,UP_MAIN,2026-09-06 02:37,2026-09-06 02:47,PASSENGER
PSG-300,2026-09-06,STN_C-STN_D,UP_MAIN,2026-09-06 18:04,2026-09-06 18:16,PASSENGER
PSG-301,2026-09-06,STN_C-STN_D,UP_MAIN,2026-09-06 13:35,2026-09-06 13:47,PASSENGER
PSG-302,2026-09-06,STN_C-STN_D,UP_MAIN,2026-09-06 22:10,2026-09-06 22:22,PASSENGER
PSG-303,2026-09-06,STN_C-STN_D,UP_MAIN,2026-09-06 08:31,2026-09-06 08:39,PASSENGER
PSG-304,2026-09-06,STN_C-STN_D,UP_MAIN,2026-09-06 00:53,2026-09-06 01:03,PASSENGER
PSG-305,2026-09-06,STN_C-STN_D,UP_MAIN,2026-09-06 17:02,2026-09-06 17:17,PASSENGER
PSG-306,2026-09-06,STN_C-STN_D,DN_MAIN,2026-09-06 04:01,2026-09-06 04:13,PASSENGER
PSG-307,2026-09-06,STN_C-STN_D,DN_MAIN,2026-09-06 08:53,2026-09-06 09:08,PASSENGER
PSG-308,2026-09-06,STN_C-STN_D,DN_MAIN,2026-09-06 07:19,2026-09-06 07:31,PASSENGER
PSG-309,2026-09-06,STN_C-STN_D,DN_MAIN,2026-09-06 23:41,2026-09-06 23:56,PASSENGER
PSG-310,2026-09-06,STN_C-STN_D,DN_MAIN,2026-09-06 06:49,2026-09-06 06:57,PASSENGER
PSG-311,2026-09-06,STN_C-STN_D,DN_MAIN,2026-09-06 04:37,2026-09-06 04:45,PASSENGER
PSG-312,2026-09-06,STN_C-STN_D,DN_MAIN,2026-09-06 15:25,2026-09-06 15:35,PASSENGER
PSG-313,2026-09-06,STN_C-STN_D,DN_MAIN,2026-09-06 15:11,2026-09-06 15:19,PASSENGER
PSG-314,2026-09-06,STN_C-STN_D,DN_MAIN,2026-09-06 23:16,2026-09-06 23:28,PASSENGER
PSG-315,2026-09-06,STN_C-STN_D,DN_MAIN,2026-09-06 22:47,2026-09-06 22:59,PASSENGER
PSG-316,2026-09-07,STN_A-STN_B,UP_MAIN,2026-09-07 02:12,2026-09-07 02:24,PASSENGER
PSG-317,2026-09-07,STN_A-STN_B,UP_MAIN,2026-09-07 10:14,2026-09-07 10:24,PASSENGER
PSG-318,2026-09-07,STN_A-STN_B,UP_MAIN,2026-09-07 23:54,2026-09-08 00:04,PASSENGER
PSG-319,2026-09-07,STN_A-STN_B,UP_MAIN,2026-09-07 12:20,2026-09-07 12:30,PASSENGER
PSG-320,2026-09-07,STN_A-STN_B,UP_MAIN,2026-09-07 04:08,2026-09-07 04:18,PASSENGER
PSG-321,2026-09-07,STN_A-STN_B,UP_MAIN,2026-09-07 04:44,2026-09-07 04:54,PASSENGER
PSG-322,2026-09-07,STN_A-STN_B,UP_MAIN,2026-09-07 16:51,2026-09-07 16:59,PASSENGER
PSG-323,2026-09-07,STN_A-STN_B,UP_MAIN,2026-09-07 12:19,2026-09-07 12:31,PASSENGER
PSG-324,2026-09-07,STN_A-STN_B,UP_MAIN,2026-09-07 15:57,2026-09-07 16:07,PASSENGER
PSG-325,2026-09-07,STN_A-STN_B,UP_MAIN,2026-09-07 20:53,2026-09-07 21:01,PASSENGER
PSG-326,2026-09-07,STN_A-STN_B,UP_MAIN,2026-09-07 02:14,2026-09-07 02:26,PASSENGER
PSG-327,2026-09-07,STN_A-STN_B,DN_MAIN,2026-09-07 16:20,2026-09-07 16:35,PASSENGER
PSG-328,2026-09-07,STN_A-STN_B,DN_MAIN,2026-09-07 13:58,2026-09-07 14:06,PASSENGER
PSG-329,2026-09-07,STN_A-STN_B,DN_MAIN,2026-09-07 04:16,2026-09-07 04:28,PASSENGER
PSG-330,2026-09-07,STN_A-STN_B,DN_MAIN,2026-09-07 21:55,2026-09-07 22:03,PASSENGER
PSG-331,2026-09-07,STN_A-STN_B,DN_MAIN,2026-09-07 15:21,2026-09-07 15:36,PASSENGER
PSG-332,2026-09-07,STN_A-STN_B,DN_MAIN,2026-09-07 23:12,2026-09-07 23:24,PASSENGER
PSG-333,2026-09-07,STN_A-STN_B,DN_MAIN,2026-09-07 04:22,2026-09-07 04:32,PASSENGER
PSG-334,2026-09-07,STN_A-STN_B,DN_MAIN,2026-09-07 04:24,2026-09-07 04:39,PASSENGER
PSG-335,2026-09-07,STN_A-STN_B,DN_MAIN,2026-09-07 17:09,2026-09-07 17:17,PASSENGER
PSG-336,2026-09-07,STN_B-STN_C,UP_MAIN,2026-09-07 04:14,2026-09-07 04:24,PASSENGER
PSG-337,2026-09-07,STN_B-STN_C,UP_MAIN,2026-09-07 10:22,2026-09-07 10:32,PASSENGER
PSG-338,2026-09-07,STN_B-STN_C,UP_MAIN,2026-09-07 05:31,2026-09-07 05:43,PASSENGER
PSG-339,2026-09-07,STN_B-STN_C,UP_MAIN,2026-09-07 07:41,2026-09-07 07:53,PASSENGER
PSG-340,2026-09-07,STN_B-STN_C,UP_MAIN,2026-09-07 17:42,2026-09-07 17:54,PASSENGER
PSG-341,2026-09-07,STN_B-STN_C,UP_MAIN,2026-09-07 02:41,2026-09-07 02:53,PASSENGER
PSG-342,2026-09-07,STN_B-STN_C,UP_MAIN,2026-09-07 06:42,2026-09-07 06:54,PASSENGER
PSG-343,2026-09-07,STN_B-STN_C,UP_MAIN,2026-09-07 04:16,2026-09-07 04:28,PASSENGER
PSG-344,2026-09-07,STN_B-STN_C,UP_MAIN,2026-09-07 20:58,2026-09-07 21:06,PASSENGER
PSG-345,2026-09-07,STN_B-STN_C,UP_MAIN,2026-09-07 17:09,2026-09-07 17:19,PASSENGER
PSG-346,2026-09-07,STN_B-STN_C,UP_MAIN,2026-09-07 20:12,2026-09-07 20:22,PASSENGER
PSG-347,2026-09-07,STN_B-STN_C,UP_MAIN,2026-09-07 05:50,2026-09-07 06:02,PASSENGER
PSG-348,2026-09-07,STN_B-STN_C,DN_MAIN,2026-09-07 19:14,2026-09-07 19:22,PASSENGER
PSG-349,2026-09-07,STN_B-STN_C,DN_MAIN,2026-09-07 00:58,2026-09-07 01:06,PASSENGER
PSG-350,2026-09-07,STN_B-STN_C,DN_MAIN,2026-09-07 01:33,2026-09-07 01:45,PASSENGER
PSG-351,2026-09-07,STN_B-STN_C,DN_MAIN,2026-09-07 22:13,2026-09-07 22:23,PASSENGER
PSG-352,2026-09-07,STN_B-STN_C,DN_MAIN,2026-09-07 19:31,2026-09-07 19:46,PASSENGER
PSG-353,2026-09-07,STN_B-STN_C,DN_MAIN,2026-09-07 21:05,2026-09-07 21:13,PASSENGER
PSG-354,2026-09-07,STN_B-STN_C,DN_MAIN,2026-09-07 16:59,2026-09-07 17:11,PASSENGER
PSG-355,2026-09-07,STN_B-STN_C,DN_MAIN,2026-09-07 21:54,2026-09-07 22:06,PASSENGER
PSG-356,2026-09-07,STN_B-STN_C,DN_MAIN,2026-09-07 16:29,2026-09-07 16:39,PASSENGER
PSG-357,2026-09-07,STN_B-STN_C,DN_MAIN,2026-09-07 23:22,2026-09-07 23:37,PASSENGER
PSG-358,2026-09-07,STN_B-STN_C,DN_MAIN,2026-09-07 10:09,2026-09-07 10:24,PASSENGER
PSG-359,2026-09-07,STN_B-STN_C,DN_MAIN,2026-09-07 02:29,2026-09-07 02:37,PASSENGER
PSG-360,2026-09-07,STN_C-STN_D,UP_MAIN,2026-09-07 15:00,2026-09-07 15:15,PASSENGER
PSG-361,2026-09-07,STN_C-STN_D,UP_MAIN,2026-09-07 16:31,2026-09-07 16:46,PASSENGER
PSG-362,2026-09-07,STN_C-STN_D,UP_MAIN,2026-09-07 06:57,2026-09-07 07:09,PASSENGER
PSG-363,2026-09-07,STN_C-STN_D,UP_MAIN,2026-09-07 20:42,2026-09-07 20:52,PASSENGER
PSG-364,2026-09-07,STN_C-STN_D,UP_MAIN,2026-09-07 10:40,2026-09-07 10:52,PASSENGER
PSG-365,2026-09-07,STN_C-STN_D,UP_MAIN,2026-09-07 11:47,2026-09-07 12:02,PASSENGER
PSG-366,2026-09-07,STN_C-STN_D,UP_MAIN,2026-09-07 04:27,2026-09-07 04:39,PASSENGER
PSG-367,2026-09-07,STN_C-STN_D,DN_MAIN,2026-09-07 19:10,2026-09-07 19:18,PASSENGER
PSG-368,2026-09-07,STN_C-STN_D,DN_MAIN,2026-09-07 10:53,2026-09-07 11:03,PASSENGER
PSG-369,2026-09-07,STN_C-STN_D,DN_MAIN,2026-09-07 15:55,2026-09-07 16:03,PASSENGER
PSG-370,2026-09-07,STN_C-STN_D,DN_MAIN,2026-09-07 09:07,2026-09-07 09:22,PASSENGER
PSG-371,2026-09-07,STN_C-STN_D,DN_MAIN,2026-09-07 08:27,2026-09-07 08:37,PASSENGER
PSG-372,2026-09-07,STN_C-STN_D,DN_MAIN,2026-09-07 03:18,2026-09-07 03:26,PASSENGER
PSG-373,2026-09-07,STN_C-STN_D,DN_MAIN,2026-09-07 09:54,2026-09-07 10:09,PASSENGER
PSG-374,2026-09-07,STN_C-STN_D,DN_MAIN,2026-09-07 21:00,2026-09-07 21:15,PASSENGER
PSG-375,2026-09-07,STN_C-STN_D,DN_MAIN,2026-09-07 08:28,2026-09-07 08:38,PASSENGER
PSG-376,2026-09-07,STN_C-STN_D,DN_MAIN,2026-09-07 11:10,2026-09-07 11:22,PASSENGER
PSG-377,2026-09-08,STN_A-STN_B,UP_MAIN,2026-09-08 05:26,2026-09-08 05:41,PASSENGER
PSG-378,2026-09-08,STN_A-STN_B,UP_MAIN,2026-09-08 17:34,2026-09-08 17:49,PASSENGER
PSG-379,2026-09-08,STN_A-STN_B,UP_MAIN,2026-09-08 17:01,2026-09-08 17:13,PASSENGER
PSG-380,2026-09-08,STN_A-STN_B,UP_MAIN,2026-09-08 16:58,2026-09-08 17:06,PASSENGER
PSG-381,2026-09-08,STN_A-STN_B,UP_MAIN,2026-09-08 03:04,2026-09-08 03:19,PASSENGER
PSG-382,2026-09-08,STN_A-STN_B,UP_MAIN,2026-09-08 17:15,2026-09-08 17:30,PASSENGER
PSG-383,2026-09-08,STN_A-STN_B,UP_MAIN,2026-09-08 08:13,2026-09-08 08:23,PASSENGER
PSG-384,2026-09-08,STN_A-STN_B,DN_MAIN,2026-09-08 12:02,2026-09-08 12:10,PASSENGER
PSG-385,2026-09-08,STN_A-STN_B,DN_MAIN,2026-09-08 01:43,2026-09-08 01:55,PASSENGER
PSG-386,2026-09-08,STN_A-STN_B,DN_MAIN,2026-09-08 16:53,2026-09-08 17:08,PASSENGER
PSG-387,2026-09-08,STN_A-STN_B,DN_MAIN,2026-09-08 09:45,2026-09-08 09:53,PASSENGER
PSG-388,2026-09-08,STN_A-STN_B,DN_MAIN,2026-09-08 03:40,2026-09-08 03:55,PASSENGER
PSG-389,2026-09-08,STN_A-STN_B,DN_MAIN,2026-09-08 04:34,2026-09-08 04:46,PASSENGER
PSG-390,2026-09-08,STN_A-STN_B,DN_MAIN,2026-09-08 12:29,2026-09-08 12:44,PASSENGER
PSG-391,2026-09-08,STN_A-STN_B,DN_MAIN,2026-09-08 12:29,2026-09-08 12:37,PASSENGER
PSG-392,2026-09-08,STN_A-STN_B,DN_MAIN,2026-09-08 13:40,2026-09-08 13:48,PASSENGER
PSG-393,2026-09-08,STN_A-STN_B,DN_MAIN,2026-09-08 19:27,2026-09-08 19:37,PASSENGER
PSG-394,2026-09-08,STN_B-STN_C,UP_MAIN,2026-09-08 18:53,2026-09-08 19:05,PASSENGER
PSG-395,2026-09-08,STN_B-STN_C,UP_MAIN,2026-09-08 02:30,2026-09-08 02:45,PASSENGER
PSG-396,2026-09-08,STN_B-STN_C,UP_MAIN,2026-09-08 17:12,2026-09-08 17:27,PASSENGER
PSG-397,2026-09-08,STN_B-STN_C,UP_MAIN,2026-09-08 18:46,2026-09-08 18:58,PASSENGER
PSG-398,2026-09-08,STN_B-STN_C,UP_MAIN,2026-09-08 21:16,2026-09-08 21:24,PASSENGER
PSG-399,2026-09-08,STN_B-STN_C,UP_MAIN,2026-09-08 04:23,2026-09-08 04:31,PASSENGER
PSG-400,2026-09-08,STN_B-STN_C,UP_MAIN,2026-09-08 13:26,2026-09-08 13:38,PASSENGER
PSG-401,2026-09-08,STN_B-STN_C,UP_MAIN,2026-09-08 11:34,2026-09-08 11:46,PASSENGER
PSG-402,2026-09-08,STN_B-STN_C,DN_MAIN,2026-09-08 04:55,2026-09-08 05:05,PASSENGER
PSG-403,2026-09-08,STN_B-STN_C,DN_MAIN,2026-09-08 20:33,2026-09-08 20:48,PASSENGER
PSG-404,2026-09-08,STN_B-STN_C,DN_MAIN,2026-09-08 17:04,2026-09-08 17:12,PASSENGER
PSG-405,2026-09-08,STN_B-STN_C,DN_MAIN,2026-09-08 01:32,2026-09-08 01:40,PASSENGER
PSG-406,2026-09-08,STN_B-STN_C,DN_MAIN,2026-09-08 04:40,2026-09-08 04:52,PASSENGER
PSG-407,2026-09-08,STN_B-STN_C,DN_MAIN,2026-09-08 16:10,2026-09-08 16:25,PASSENGER
PSG-408,2026-09-08,STN_B-STN_C,DN_MAIN,2026-09-08 05:05,2026-09-08 05:15,PASSENGER
PSG-409,2026-09-08,STN_B-STN_C,DN_MAIN,2026-09-08 11:11,2026-09-08 11:23,PASSENGER
PSG-410,2026-09-08,STN_B-STN_C,DN_MAIN,2026-09-08 05:32,2026-09-08 05:47,PASSENGER
PSG-411,2026-09-08,STN_B-STN_C,DN_MAIN,2026-09-08 21:02,2026-09-08 21:14,PASSENGER
PSG-412,2026-09-08,STN_B-STN_C,DN_MAIN,2026-09-08 20:15,2026-09-08 20:27,PASSENGER
PSG-413,2026-09-08,STN_B-STN_C,DN_MAIN,2026-09-08 17:18,2026-09-08 17:33,PASSENGER
PSG-414,2026-09-08,STN_C-STN_D,UP_MAIN,2026-09-08 19:12,2026-09-08 19:24,PASSENGER
PSG-415,2026-09-08,STN_C-STN_D,UP_MAIN,2026-09-08 16:12,2026-09-08 16:20,PASSENGER
PSG-416,2026-09-08,STN_C-STN_D,UP_MAIN,2026-09-08 12:34,2026-09-08 12:46,PASSENGER
PSG-417,2026-09-08,STN_C-STN_D,UP_MAIN,2026-09-08 22:59,2026-09-08 23:07,PASSENGER
PSG-418,2026-09-08,STN_C-STN_D,UP_MAIN,2026-09-08 14:13,2026-09-08 14:25,PASSENGER
PSG-419,2026-09-08,STN_C-STN_D,UP_MAIN,2026-09-08 23:29,2026-09-08 23:37,PASSENGER
PSG-420,2026-09-08,STN_C-STN_D,UP_MAIN,2026-09-08 20:22,2026-09-08 20:37,PASSENGER
PSG-421,2026-09-08,STN_C-STN_D,UP_MAIN,2026-09-08 09:03,2026-09-08 09:13,PASSENGER
PSG-422,2026-09-08,STN_C-STN_D,UP_MAIN,2026-09-08 01:45,2026-09-08 02:00,PASSENGER
PSG-423,2026-09-08,STN_C-STN_D,UP_MAIN,2026-09-08 05:49,2026-09-08 06:04,PASSENGER
PSG-424,2026-09-08,STN_C-STN_D,UP_MAIN,2026-09-08 05:02,2026-09-08 05:12,PASSENGER
PSG-425,2026-09-08,STN_C-STN_D,DN_MAIN,2026-09-08 19:32,2026-09-08 19:40,PASSENGER
PSG-426,2026-09-08,STN_C-STN_D,DN_MAIN,2026-09-08 06:30,2026-09-08 06:38,PASSENGER
PSG-427,2026-09-08,STN_C-STN_D,DN_MAIN,2026-09-08 15:03,2026-09-08 15:15,PASSENGER
PSG-428,2026-09-08,STN_C-STN_D,DN_MAIN,2026-09-08 14:17,2026-09-08 14:27,PASSENGER
PSG-429,2026-09-08,STN_C-STN_D,DN_MAIN,2026-09-08 14:05,2026-09-08 14:15,PASSENGER
PSG-430,2026-09-08,STN_C-STN_D,DN_MAIN,2026-09-08 14:00,2026-09-08 14:15,PASSENGER
PSG-431,2026-09-09,STN_A-STN_B,UP_MAIN,2026-09-09 02:07,2026-09-09 02:17,PASSENGER
PSG-432,2026-09-09,STN_A-STN_B,UP_MAIN,2026-09-09 17:42,2026-09-09 17:52,PASSENGER
PSG-433,2026-09-09,STN_A-STN_B,UP_MAIN,2026-09-09 19:08,2026-09-09 19:20,PASSENGER
PSG-434,2026-09-09,STN_A-STN_B,UP_MAIN,2026-09-09 22:36,2026-09-09 22:51,PASSENGER
PSG-435,2026-09-09,STN_A-STN_B,UP_MAIN,2026-09-09 17:56,2026-09-09 18:11,PASSENGER
PSG-436,2026-09-09,STN_A-STN_B,UP_MAIN,2026-09-09 10:42,2026-09-09 10:52,PASSENGER
PSG-437,2026-09-09,STN_A-STN_B,UP_MAIN,2026-09-09 15:41,2026-09-09 15:53,PASSENGER
PSG-438,2026-09-09,STN_A-STN_B,UP_MAIN,2026-09-09 18:38,2026-09-09 18:50,PASSENGER
PSG-439,2026-09-09,STN_A-STN_B,UP_MAIN,2026-09-09 23:04,2026-09-09 23:16,PASSENGER
PSG-440,2026-09-09,STN_A-STN_B,UP_MAIN,2026-09-09 20:49,2026-09-09 21:04,PASSENGER
PSG-441,2026-09-09,STN_A-STN_B,UP_MAIN,2026-09-09 06:33,2026-09-09 06:43,PASSENGER
PSG-442,2026-09-09,STN_A-STN_B,UP_MAIN,2026-09-09 09:31,2026-09-09 09:43,PASSENGER
PSG-443,2026-09-09,STN_A-STN_B,DN_MAIN,2026-09-09 10:09,2026-09-09 10:21,PASSENGER
PSG-444,2026-09-09,STN_A-STN_B,DN_MAIN,2026-09-09 07:04,2026-09-09 07:19,PASSENGER
PSG-445,2026-09-09,STN_A-STN_B,DN_MAIN,2026-09-09 10:49,2026-09-09 11:04,PASSENGER
PSG-446,2026-09-09,STN_A-STN_B,DN_MAIN,2026-09-09 11:54,2026-09-09 12:06,PASSENGER
PSG-447,2026-09-09,STN_A-STN_B,DN_MAIN,2026-09-09 09:49,2026-09-09 09:57,PASSENGER
PSG-448,2026-09-09,STN_A-STN_B,DN_MAIN,2026-09-09 19:34,2026-09-09 19:49,PASSENGER
PSG-449,2026-09-09,STN_A-STN_B,DN_MAIN,2026-09-09 13:28,2026-09-09 13:40,PASSENGER
PSG-450,2026-09-09,STN_B-STN_C,UP_MAIN,2026-09-09 04:59,2026-09-09 05:11,PASSENGER
PSG-451,2026-09-09,STN_B-STN_C,UP_MAIN,2026-09-09 01:26,2026-09-09 01:38,PASSENGER
PSG-452,2026-09-09,STN_B-STN_C,UP_MAIN,2026-09-09 02:41,2026-09-09 02:53,PASSENGER
PSG-453,2026-09-09,STN_B-STN_C,UP_MAIN,2026-09-09 15:05,2026-09-09 15:17,PASSENGER
PSG-454,2026-09-09,STN_B-STN_C,UP_MAIN,2026-09-09 16:21,2026-09-09 16:31,PASSENGER
PSG-455,2026-09-09,STN_B-STN_C,UP_MAIN,2026-09-09 06:53,2026-09-09 07:05,PASSENGER
PSG-456,2026-09-09,STN_B-STN_C,UP_MAIN,2026-09-09 19:11,2026-09-09 19:23,PASSENGER
PSG-457,2026-09-09,STN_B-STN_C,UP_MAIN,2026-09-09 04:41,2026-09-09 04:49,PASSENGER
PSG-458,2026-09-09,STN_B-STN_C,UP_MAIN,2026-09-09 21:00,2026-09-09 21:10,PASSENGER
PSG-459,2026-09-09,STN_B-STN_C,UP_MAIN,2026-09-09 08:16,2026-09-09 08:24,PASSENGER
PSG-460,2026-09-09,STN_B-STN_C,UP_MAIN,2026-09-09 22:51,2026-09-09 23:01,PASSENGER
PSG-461,2026-09-09,STN_B-STN_C,UP_MAIN,2026-09-09 21:46,2026-09-09 21:56,PASSENGER
PSG-462,2026-09-09,STN_B-STN_C,DN_MAIN,2026-09-09 03:25,2026-09-09 03:40,PASSENGER
PSG-463,2026-09-09,STN_B-STN_C,DN_MAIN,2026-09-09 11:16,2026-09-09 11:31,PASSENGER
PSG-464,2026-09-09,STN_B-STN_C,DN_MAIN,2026-09-09 03:25,2026-09-09 03:35,PASSENGER
